"(Não Modificar) Análise do Imóvel","(Não Modificar) Soma de Verificação da Linha","(Não Modificar) Data de Modificação","Proposta","Data de Modificação","Considerar na Garantia","Valor Médio de Mercado","Valor do M2 de Mercado","Valor Médio de Venda Forçada","Valor do M2 de Venda Forçada","Quantidade de Amostras","Mensagem"
"487c7f68-e441-ea11-a812-000d3a887300","6m7y9w6/43eYp391XD0zNgenVOEOXiwmNlswA0/Sk5MyVAOyffbJysLCbeAl8YBpnWdi7CnGwZcDJ5ih3MeEDA==",04/02/20 18:47,"PRO-04203-C8T9Q8",04/02/20 15:47,"Não","299892,25","5170,56","299892,25","5170,56",6,
"efc95882-f441-ea11-a812-000d3a887300","R7YopgHFo03sWOpSKFfmdeLQfpc9Z2LZ1gpBen6TuqFmSHdIxr20DRdTx0rT1/PM+eG4cKM1BDLSw3w1Z2LV8w==",24/03/20 12:11,"PRO-03988-W5S6F8",24/03/20 09:11,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"3552e680-5644-ea11-a812-000d3a887300","uOP/Qz/t3irDsPiFSfR19Ogd7wYGdjL08pXGnZ6tPbVKbwlL1aYi7pW8sZx4sGhsAJIP/vo8i+78NAirF/3SHg==",31/01/20 18:22,"PRO-04325-C8D8W5",31/01/20 15:22,"Sim","800000,00",,"450000,00",,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"567a8009-8f46-ea11-a812-000d3a887300","NtiAPkpQAysB3HiuRbHYqHUaRvELFRnDuuCN+5uZloZp/77+1ajh3i//nJTTPGLXsT2+YDpWdlfhf7hUc7/oJA==",17/02/20 18:16,"PRO-03972-T0V2M3",17/02/20 15:16,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"1eb93413-c146-ea11-a812-000d3a887300","oTTRLuocd4p4PxgxJmapJ5HZG03NTGrzsQKpM8EOhEsd7FXrhiZqbei6f2uwxHLTOljz6j4lBxsZOEpMeuIf1Q==",03/02/20 20:09,"PRO-04469-L0K8Y4",03/02/20 17:09,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"7e19ec82-2048-ea11-a812-000d3a887300","uONHBe3W2xIsQG7v98CgL9Rd8wJfmKZuEfJedu0n8eTYVOAwL/tyoJAZ0ImKKLnA7ODfyacqwVmwfusX8IooDQ==",11/02/20 16:18,"PRO-04497-X0D6D0",11/02/20 13:18,"Não","482027,54","6694,83","482027,54","6694,83",1,
"8325ace7-ea48-ea11-a812-000d3a887300","4qIEvq5zUAUyDaDsgOyG9t/7m3c7hyi3mk6MBB1QmkbdwSb6Ai1kqAjSXymrKLd11NpzLK7XUxVaHExevNCyZw==",10/02/20 17:47,"PRO-04491-Z0L2Y7",10/02/20 14:47,"Não","595726,28","7446,58","595726,28","7446,58",92,
"5e4e5430-0049-ea11-a812-000d3a887300","FU2ZJX3WaiRrySq99g4ooOKcypZtoEHU8LnP4EonDQ8eR+bXOIPkB8X/muAwlN8/ROeD9n97lsPobW3ulkcrzA==",02/03/20 13:46,"PRO-03628-G8B3F0",02/03/20 10:46,"Não","1155828,95","3513,16","1155828,95","3513,16",5,
"fa013991-0c49-ea11-a812-000d3a887300","Znatw0G6kw55pWWViuMPe6Xvlat0NfDnNqMl0dQAxm5zaseMXn8sgIwY9DdZmvkTBXMZP5TKLvFMSRl/vLZvig==",02/03/20 13:46,"PRO-03628-G8B3F0",02/03/20 10:46,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"80671d6e-0a4d-ea11-a812-000d3a887300","VDYgOvaCIWLZFO2nOMBE0Nn/HA/FZoTdPJ1TWV6aCv9G1H1IZdmRyR8gpueBbPU0If3CO39RPwXwc2uqpbBtPA==",17/02/20 16:55,"PRO-03326-T8W9M1",17/02/20 13:55,"Não","3069105,06","12227,51","3069105,06","12227,51",6,
"5eab6e0d-174f-ea11-a812-000d3a887300","svRzyTBTrGW6rBQaSpL6ySW8jY4nGhJ+HYOfasK8S4cWPHJZ7n15fqLHp1RhXvEMzoSM7gh0RrtLsxuDTOJ/QA==",17/02/20 18:30,"PRO-04624-Q4P2D7",17/02/20 15:30,"Não","1029322,33","11436,91","1029322,33","11436,91",113,
"8ed9dac8-7652-ea11-a812-000d3a887300","eNFCII8+BMhf2mBbvtrOPLzzAH8S1m4LHo/BNhZi3342YBGSeOGuMi0XMdw+9hur1r3LdZrTIMAFao2QgvtCuw==",06/03/20 19:36,"PRO-04791-F6G9M2",06/03/20 16:36,"Não","291130,02","4281,32","291130,02","4281,32",5,
"5ba7f031-2553-ea11-a812-000d3a887300","SFIJX4uy9czlvn6oIlb8qYuW9NGwS5Kih3Z5Jue+8AUGfxS6f0fYoLhjnCynP2QguCiMJGAQI4vg3qT9S5tMrg==",27/02/20 19:43,"PRO-04944-K0B2T6",27/02/20 16:43,"Não","338557,17","2526,55","338557,17","2526,55",4,
"c5122e71-3953-ea11-a812-000d3a887300","XZsyBiV9Td/8j1THfljqiWoqIy5GXSvcAsqnsZK1cA9F+ef4qketZG+nVE2YkX6qIdkY8fgUY2eol0+Ihbq0eA==",04/03/20 11:58,"PRO-03968-M6B5R5",04/03/20 08:58,"Não","1772265,87","9042,17","1772265,87","9042,17",13,
"368bc0ae-c866-ea11-a812-000d3a887300","NvaBJz0koHjTzR4dcBeDZvXlqpP2l9B11CNqno4QN26UtjfwsDIeF1oM9NmZ5vU1XSnAyrEIz5qE7xQD/LDY4g==",01/04/20 19:42,"PRO-03874-N1H8W7",01/04/20 16:42,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"e6431e17-7967-ea11-a812-000d3a887300","Th8Dryww1GaMfdxypTzC9+dqj4rvkwnmR3RWMDI97IIO7MX52SeXNuzGQ5DE/h2R6aY63UVca+LlY4Pu2XFMGA==",17/03/20 16:37,"PRO-05348-X3M7Q7",17/03/20 13:37,"Não","691530,00","4672,50","691530,00","4672,50",1,
"c3183783-7168-ea11-a812-000d3a887300","/xXdYdtSm5UvQRXugW0rB+pKCidHdOQj9sUgGK+soHpmvvR3FzznG5QvvRuJtWKQU+X2ckHev5jrAYVSIk/hxA==",24/03/20 16:48,"PRO-05376-L4F2M3",24/03/20 13:48,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"07483ed8-1169-ea11-a812-000d3a887300","oHI0SnfcyK4GuB7rLA8hpWQouPOLjdi/fsO3MqPFOCTLVNRiFjwA92wwOaCfSIxcLHK0PjwvSrgvqmwAX7Hqag==",18/03/20 12:13,"PRO-05369-T9W0B8",18/03/20 09:13,"Não","183677,59","3222,41","183677,59","3222,41",60,
"3e8971e7-4469-ea11-a812-000d3a887300","Sn9rdH4+sZfkElqJsptpa+nU5yNA9MPduVRWngF0Gl6kxAzVmbqoxeu1BsfS4e4VC91YJ7gRov7FwzZbJzgy5g==",19/03/20 17:58,"PRO-05459-K8W2C8",19/03/20 14:58,"Não","545866,67","5933,33","545866,67","5933,33",18,
"de8ef99c-4569-ea11-a812-000d3a887300","DlfF5ijAWVsFgaDIrIecQvaxHaf2tKVwZT6ZlB3n4rEKLV6sceyPTUHajRYpiwXmC+xUJI9LFAHNYRZq0FmmQA==",26/03/20 18:16,"PRO-05496-P3H9B2",26/03/20 15:16,"Não","554840,83","6234,17","554840,83","6234,17",24,
"6b051398-5069-ea11-a812-000d3a887300","lciZnmz0+fR1hX2JNWldqWNX1/PpKAyHMQhFd3xUTnlgwWq4Zifdq26P30shYHfFcHBbpDtnwyIigaRfAe1NCA==",31/03/20 17:31,"PRO-05468-F3C2X4",31/03/20 14:31,"Não","318019,83","4676,76","318019,83","4676,76",24,
"251bbcf0-e569-ea11-a812-000d3a887300","ImDEBLoNait2gvU4rciPc1YXN7A7yVOSzG0yDs7ZXg3WrFSCMmv6CBkVkjR9N180zj8FPsfmyzhJG4ABAMmH6A==",20/03/20 12:16,"PRO-05029-D0S1S9",20/03/20 09:16,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"40ffc976-176a-ea11-a812-000d3a887300","VU3DOChut+Q7n5hzjGg8RyX6LSc4zXx/6CdkJQ2/373wU79yYQfKVTMSXk1xFXnKKnGuwxK7Xy4PFuAW3/f4OQ==",19/03/20 20:13,"PRO-05529-N2F0K4",19/03/20 17:13,"Sim","629512,20","6295,12","629512,20","6295,12",2,
"4bffc976-176a-ea11-a812-000d3a887300","nbnQmcl12vFUfBYlVPZp360qCGl+pkPERYybxPY8eT2Gt+/bdUUcHm+rrWynkYYLPzJ3YSGBLn0XqufgeP8DYA==",19/03/20 20:13,"PRO-05529-N2F0K4",19/03/20 17:13,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"401385e5-c36a-ea11-a812-000d3a887300","bK8uEmnVJmwpjpsFQUNtikqoivsG4n/xXQzOJXSeFs2tEkMV8U1a1iHCXtHZSaNttZ8+MbE/CWa0nT/7GU2ekw==",27/03/20 19:29,"PRO-05460-N9X6K3",27/03/20 16:29,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"1ef56aa0-8930-ea11-a813-000d3a887300","L4RQ5Zuh/+pMX07AaRCR+Oc0LZjvX2z1YAiQoowJM2yx0FhEBw7t4qZkxgm0KdPRSR81SLfnxqwWLMFy/Rgeig==",08/01/20 13:22,"PRO-03298-T9S4D7",08/01/20 10:22,"Não","259583,33","2595,83","259583,33","2595,83",5,
"200990b1-9630-ea11-a813-000d3a887300","seqf0ouTQAYxOfy9GNIPW58K7MwIcjr2tQgpe0Xahl25iM4s1uDR4uSbUUdJ6w/Qb3JA9AC41eXK6y2zv8fktw==",06/01/20 15:10,"PRO-03301-Z2Z4G5",06/01/20 12:10,"Não","227236,07","3787,27","227236,07","3787,27",27,
"e46552b6-c130-ea11-a813-000d3a887300","ebsAswtVVlwXoHDJjokiuBqvGQcrzBSwPsY1NSvkCCTbL+RIYP/v8rNGRAXcLrjwZTjHJVRZbVlYa2dH1KG1HA==",06/01/20 20:18,"PRO-02321-G0G8Y6",06/01/20 17:18,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"d62b4cff-c530-ea11-a813-000d3a887300","04NE+Z9rz3LvRCsRWr6Tten80p6SwzP+5brFfT5Xh1+DniisIipJhPNVAk+C5A9VBxPvXUx4NxIhiIz29NExKA==",20/03/20 18:16,"PRO-03198-Z9S0H7",20/03/20 15:16,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"f52b4cff-c530-ea11-a813-000d3a887300","eP/YNLEP7SOehYkpGc05KO+16VI+iFWoeWq+BfZbe/GdYPgPzbEeb3uDgLQJkCPqtr+v8lbutwnJqTwa+rkh6w==",20/03/20 18:16,"PRO-03198-Z9S0H7",20/03/20 15:16,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"474af3cd-cb30-ea11-a813-000d3a887300","wQ3piQzLfXZG6PhbAQmQg5KBCCKOFkgLY1BXkIpWk8iFYGIF8y3tF4M7FR8sgzciqUQ76ocbO21Xb73Clwj6Mg==",05/03/20 13:16,"PRO-03317-T2G3C9",05/03/20 10:16,"Não","566709,03","4462,28","566709,03","4462,28",2,
"a612bf5c-cf30-ea11-a813-000d3a887300","YQFdhjHlWBfDL53JBdhR44Jy5VrMo1zY18fYY2chpzogiNADhJRJW46SX6K+s6F+21MJBduon7CXBXon8NxAQw==",06/01/20 21:56,"PRO-03188-D2G1N8",06/01/20 18:56,"Não","901955,22","6442,54","901955,22","6442,54",1,
"0d6e393e-6f31-ea11-a813-000d3a887300","990N4QglknkINkltbycv3cQuFdqIualdmh8M+c8gyCk49dMxbLS55ve1zyCbDMxYDFSOVo6+gBGOOBv+Tc6aOw==",10/01/20 13:16,"PRO-03136-X6R7L3",10/01/20 10:16,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"03d6894a-e732-ea11-a813-000d3a887300","crbSOptvk4CiXlJCCexZWZTZisYxC8NgGNS7OuKVHm3BLWrUzB1zA86ipNxicjR7aiAaF3hdRP99oYR4e8y/hg==",15/01/20 20:01,"PRO-03312-G1F7Q7",15/01/20 17:01,"Não","367125,00","2567,31","367125,00","2567,31",1,
"3cd43324-f432-ea11-a813-000d3a887300","vOLNHomxD0U3xn9Z/JjEThrWlBA1wFC9bJHxMMfBNAF/cPNrqTANaK90L9ijBxxuWrGPL1W0w8q8lDbmQGANCQ==",29/01/20 11:50,"PRO-03382-V6L9D3",29/01/20 08:50,"Não","2495916,00","7298,00","2495916,00","7298,00",67,
"4bd43324-f432-ea11-a813-000d3a887300","3Ye21zct8uowt4db7h2VhMHDBJAPveJhL0Wi5JY1Sp5/6mu1oHWO7ZTkDMdQw8sfmzpTW1xEXsnFk4SE2jEPvQ==",29/01/20 11:50,"PRO-03382-V6L9D3",29/01/20 08:50,"Não","543413,59","6792,67","543413,59","6792,67",73,
"053b16cc-c933-ea11-a813-000d3a887300","ATHp+TYiru1OiY5rD15FoJ8ri6dEoxW8yGq9El/Nwtsj3ZFzF2ge6bZrKUAO8Tnnycw6ENMQQI5EepV8drKgZg==",24/03/20 12:05,"PRO-03353-K4V0G6",24/03/20 09:05,"Não","493097,87","3913,48","493097,87","3913,48",55,
"b105f963-eb33-ea11-a813-000d3a887300","nNQo67vo4AMICGGeUPNJ9YtAGVMy8gvYkUxvLdmRegNxjT3svCCJgOaF0fke/XOF8KQbOyuObobLRTIf92maMg==",10/01/20 20:54,"PRO-03430-H6P1R9",10/01/20 17:54,"Não","1572479,23","4467,27","1572479,23","4467,27",52,
"e2406f56-fd35-ea11-a813-000d3a887300","vWljn70ecpJhvIZlGcwFfbbRngQva2iVPte0kSZptxZJk+kGJk4BRNPElQq/Mo4H+BA1zrdkZwpFlCDU+6q5Sg==",13/01/20 12:08,"PRO-03504-D6H7T5",13/01/20 09:08,"Não","3308036,53","15036,53","3308036,53","15036,53",1,
"f8ad6398-3836-ea11-a813-000d3a887300","L2DUH5eQfLs+PsVnRwhOCbFE1C1XmLCHTaGxkdtRes/2QNYKA7AS/aP7GtaVEytgIRPgziZFmlXWXIN5N4CeeA==",27/01/20 16:42,"PRO-03526-T4G7H6",27/01/20 13:42,"Não","869706,94","8052,84","869706,94","8052,84",68,
"eff0e94a-c536-ea11-a813-000d3a887300","iN8JFvTIPoCRuxZ+oA48fINM2IEgQh3lJsURTMpIJMzjjTWl7yfHspOWxRFezC/Zz/3AgksNrE2ZWCbKgL91wg==",21/01/20 12:42,"PRO-03543-B9V3B3",21/01/20 09:42,"Não","382417,46","4780,22","382417,46","4780,22",4,
"7212077c-ce36-ea11-a813-000d3a887300","Bzy+rTBTRFtnol1arL/8iEWQEXMWrol5B9hc5ykcbDXzejz3GfzavMS46Q5W6tqopCAlCQHHJu4+1dWHUpE0zg==",22/01/20 17:09,"PRO-03426-J0Y3R4",22/01/20 14:09,"Não","606090,00","6313,44","606090,00","6313,44",34,
"1a6b4acd-de36-ea11-a813-000d3a887300","jZcwh4SxISMsilOp4JYOYFliiTBzn+Fz3Ae1IGLvtmnUV/SqFu+zLTF6g3loiP1w2IGAK6AjT6Ffy97sYn91jw==",24/01/20 14:25,"PRO-03156-J4K7T3",24/01/20 11:25,"Não","438769,39","4344,25","438769,39","4344,25",43,
"536c8ef8-e837-ea11-a813-000d3a887300","KPl2UFoUOjX6yqw/OGz1mNCOclzd8FIxy2IZw2W4EpUtflLpCehMj3s5dfz5IGtk5j45f8ujesj7Diczy1iH5w==",15/01/20 22:47,"PRO-03650-C6S7F8",15/01/20 19:47,"Não","23585000,00","9434,00","23585000,00","9434,00",1,
"53c5392d-9f38-ea11-a813-000d3a887300","2x6dVq/PWYNG3Uje33OzKEqRXjKbw05wNSMJc8ela5EZN/ZVVttJUFO17P51dtommN0bJZ9IF1HUfjTlXSz9JA==",16/01/20 20:31,"PRO-03740-Z5R6Y1",16/01/20 17:31,"Não","238052,75","3051,96","238052,75","3051,96",34,
"0b90df8f-3d39-ea11-a813-000d3a887300","1037WT6vMrlfCA3SRxAKBV/YGLXOJQHtzhbhZ2pPXG+FVG1VBIEC5KDgdD2igJqu2zMmONXrOFKnYQcdH32Qlw==",17/01/20 15:25,"PRO-03758-V8Z7M7",17/01/20 12:25,"Não","892112,47","3498,48","892112,47","3498,48",2,
"5ed5d5f5-4039-ea11-a813-000d3a887300","NqLGw6IDlpyj9HR5gg3E68T7MjWEQGjgdMjln2hadQuDANFuAH8BY8AOzJJ5nA0HiKnlcbeBV+GQqL0AjL5LoQ==",17/01/20 15:49,"PRO-03759-P0T7G8",17/01/20 12:49,"Não","756034,70","2319,12","756034,70","2319,12",10,
"3f36cfca-d4fb-e911-a811-000d3ac0a0b3","QqZSNqK/LcUUSyaPXsQ2QaSuF/u6PRFf9Gdu4nWo8VRbj3kQ/kyeWebep30hy2d/7Nj5KPUQCzov0akfHGq/nA==",06/11/19 19:28,"PRO-02355-Q3B1V7",06/11/19 16:28,"Não","1317683,36","8446,69","1317683,36","8446,69",11,
"fd09c17a-c4ff-e911-a811-000d3ac0a0b3","9VYLLWsSlt68IUouQ0D7fdz3aSk+YP+0E5iZJ0YjG5Vtbv11Go5BCo8LjQOxaC9CE/SDXCbnKSEEF0T1hsC8wQ==",23/01/20 19:26,"PRO-02057-L8D5S8",23/01/20 16:26,"Não","653070,54","10706,07","653070,54","10706,07",131,
"a2da2f29-eb00-ea11-a811-000d3ac0a0b3","iw13l9kyuASy7RunrRyHt8DVRNsqgBzKhti6dSIQ+hHnJ1YE/86Fo6QFQ2h+fBkFG/IY8l+WFyFNEYF9L48qCg==",23/01/20 18:45,"PRO-02362-J8R7L6",23/01/20 15:45,"Não","774281,46","8508,59","774281,46","8508,59",38,
"0ea9b85a-4f01-ea11-a811-000d3ac0a0b3","B7TbG1si80/8Gy9p3+Q4KeOCpCv+r5EJGGjr3fgUA1NuR5KEx0Q7fZfPaVrCdSpzGQiXP6Lu3fAJ7qcLyGioyA==",04/12/19 13:20,"PRO-02477-P8R9C7",04/12/19 10:20,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"7d4e46f7-8501-ea11-a811-000d3ac0a0b3","kanc+aKuLZaj1P5Be1yQxc0FK86+XKWLcNZ2s0CVFAtwnVEXcdpBphZWxpheMDA3PFiNdMg1ba65jJOTEn3yjQ==",03/12/19 16:50,"PRO-02189-N3X8X7",03/12/19 13:50,"Não","500892,00","2782,73","500892,00","2782,73",2,
"7db74433-1702-ea11-a811-000d3ac0a0b3","C4baPo8GIV2TPooLSi4n00oPouCVST2sOE10NmaXqJjjK+Ngqh8JWmyuY5xS5zZ+LxuDVtimGlMm1rAGDlfl5g==",12/11/19 23:46,"PRO-02032-J4M5G5",12/11/19 20:46,"Não","626155,09","14908,45","626155,09","14908,45",2,
"d6e133a0-4d02-ea11-a811-000d3ac0a0b3","pwqNOpqcHmVUecJjKs9DdXyCFQD2LKo4g/cZJZVaaZ6b5pLEwwcKQtekjSDkVJFoOsvLPp04iJ6mI7JUHlEgQA==",26/11/19 20:53,"PRO-02475-W2W3T9",26/11/19 17:53,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"3792fa49-5702-ea11-a811-000d3ac0a0b3","nsn1Xk+ivLHv/zRLEPhg5VfEKLja5xL8Fbt7C8BO2QSnVVdHXEgdLQZSaccgUhI2gurjOngiZvph+0jkcrYAZA==",23/01/20 20:35,"PRO-02478-M1N1K1",23/01/20 17:35,"Não","291403,23","5024,19","291403,23","5024,19",53,
"809456ba-0603-ea11-a811-000d3ac0a0b3","qS78lC0MOboCDSoIkZmHbbldPXM7Q9anQ1vNvoS833245DAp+U659Hd8NJcT1ANoAYcT6G5vZY9xsEANvDxwgw==",18/12/19 17:12,"PRO-02446-D8F0C8",18/12/19 14:12,"Não","535925,41","3969,82","535925,41","3969,82",19,
"0bff79e7-b504-ea11-a811-000d3ac0a0b3","IJG+uU2rvwvf6jcUdWJaTXHaWGd9mm7q3jYcM9U4ewCw85wpL6XvhL+j3nGEEdtl+Nvxussd/9KObgw9PkCQyw==",06/01/20 19:07,"PRO-02395-N8N4Y0",06/01/20 16:07,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"cea42e04-4b05-ea11-a811-000d3ac0a0b3","whXXzhON1QJkvsdMvxP8+SfpGn5xFrr4j9wbLrlPkxYeDQTufTQ6wr0+RY9lLhj8wsDXyU7ynu2WVY4fF2WSiw==",23/01/20 18:56,"PRO-02521-G5S6C5",23/01/20 15:56,"Não","361476,92","5476,92","361476,92","5476,92",5,
"0f23d03c-5505-ea11-a811-000d3ac0a0b3","lxwSa5CajrJA+/xvxipwG/B0M4vbwdsr/Qq7mEErWI860xGW5ayxB9q/Zc0C2/XyD/brdDWNyxTbpkqG7RpcQw==",21/11/19 18:26,"PRO-02504-W6P3S6",21/11/19 15:26,"Não","855102,75","5412,04","855102,75","5412,04",8,
"7c3109e2-ff09-ea11-a811-000d3ac0a0b3","5wrIWOyzBZuv5hQLFJ3bUmPp5eY8tIyLIXpwHPn+zUrX3sLEmQ0QDdBQArEba8GSz9hAERkIh8ms0MwVgJjaiQ==",20/02/20 11:23,"PRO-02656-Q2C7T3",20/02/20 08:23,"Não","353210,92","4155,42","353210,92","4155,42",1,
"933d463b-110a-ea11-a811-000d3ac0a0b3","IObYzmnAxrRIw+m3bCxn/+ApVai7/nw18FMYgg4eosSI6YpVyTDAT+wteFxBjlEv4BmaWDOKbQ4wfEZ3J1+yWg==",21/11/19 14:42,"PRO-02655-D2P6Q2",21/11/19 11:42,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"559f0f3b-240a-ea11-a811-000d3ac0a0b3","LaJWybUp4/NyMCUmKvVVdKxPEenGObV+qarhc7dY0zeQUf3fb1qpKO9UX4zAWKVyT3pdytWqB/NDmCFPMI23fg==",27/11/19 19:03,"PRO-02508-B9C2X9",27/11/19 16:03,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"b13d048a-ca0a-ea11-a811-000d3ac0a0b3","ZF0z2XNmfsx88uv7MFKxt3S7nAubaJgHeWglae7qgLI1m6YZAUa/MZKDR6h7GqPaJDcgp0b8xAbhRN72jE+12g==",09/01/20 17:53,"PRO-02664-N7H4R8",09/01/20 14:53,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"9420b9e6-f10a-ea11-a811-000d3ac0a0b3","qZBMKBB9rmYmOM4CQnnUSfjtp/ccY9KsiljRrKLOHnRQWXmVg3eVxYx8B5FnIp7CVEcFik6h2d6XXxhBV4Hv9Q==",02/12/19 17:06,"PRO-02677-J7C5W8",02/12/19 14:06,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"4a32199e-6b0c-ea11-a811-000d3ac0a0b3","X9y9/bWkGfUrbQnZDLBjCgf4A/W+dx5vYkhxTaGRQ+o5SV6pvMYA9bTiHHOwK7l6f6Zb18zTfGY7g8ndFfQ9KA==",23/01/20 18:46,"PRO-02682-F7V7K7",23/01/20 15:46,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"f0937e29-a60c-ea11-a811-000d3ac0a0b3","VQVTZE4xYKUKwC4NDMyFWiryHRl9lsAnlk236Oy1eRqaOFhheRg18ZbyTtyVtoy1yuAK2lApK1Rlt0QEt2Z8cg==",04/12/19 13:28,"PRO-02712-R1V4F7",04/12/19 10:28,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"cd85dbfb-b20c-ea11-a811-000d3ac0a0b3","TaMC3i34CuWJG9gNpSisNeqX1nph04dggTaW3q9t0QHatLMgwGSeqVZausgeuslzTGBZJla97rtEK9VMW0VmDw==",09/01/20 18:37,"PRO-02669-S9F1F8",09/01/20 15:37,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"dc776f27-570d-ea11-a811-000d3ac0a0b3","XTAEsgj6wAjB4o3uZvABigDQZEueOBw884dnkCuSCR9iN4oHERIMNJ7qtXULI7FjOPXD6IxSk/xCsq5OTpyfxQ==",26/11/19 12:19,"PRO-02711-Y4P5D7",26/11/19 09:19,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"8bca35b9-650d-ea11-a811-000d3ac0a0b3","0yIzSn4ZKzgEqEFAiSZ9z4Tz+PLl2qCua3ZEPMBTD/PcObFutRDEtQ8DsrRbsXLOPDjPjZ/BPDpYJMDHevq4Ug==",08/01/20 22:34,"PRO-02719-N1P2M0",08/01/20 19:34,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"d2ca35b9-650d-ea11-a811-000d3ac0a0b3","2Tg3KYUHQL/dgiKBa5wYiJD95oCosXED3mgUVMjAb59t+jTsiVxVqgufd1YSWxWzYP4gA0VD3n80HQk1Bd5TAg==",08/01/20 22:34,"PRO-02719-N1P2M0",08/01/20 19:34,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"235e22b2-c20f-ea11-a811-000d3ac0a0b3","CN4n4/CsPMLL6SoicetnsFWRM2w62TOJdhAYSwS0Ex0TK3tLUAqjhJEjxJPkJGYes4b2ppCJE2uE/hM/TdhLVQ==",10/12/19 13:17,"PRO-02754-X3C7Z9",10/12/19 10:17,"Não","5082535,71","16290,18","5082535,71","16290,18",13,
"7b916b80-7810-ea11-a811-000d3ac0a0b3","P6YOFjzDCk61tEi9cB2UtD0Uel5SmI8x2t+VILEHmdDsLYA/fKo8tMPsH8ojfdASbFdAgZdbOUv/ti/r69UNIA==",28/11/19 19:01,"PRO-02780-Z2R6F6",28/11/19 16:01,"Não","232346,15","3872,44","232346,15","3872,44",22,
"3ac2ec9f-8110-ea11-a811-000d3ac0a0b3","OfrGvwCpeRIIIRhNrn4GRI6kAXTvEmJVqnhX4XgznPMiL5RwQmpumW5Ewseu4var1QkMI94GcDYZB9Rv/uc4lA==",16/12/19 16:03,"PRO-02782-N9V7B7",16/12/19 13:03,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"b7a99aa0-8310-ea11-a811-000d3ac0a0b3","FAGYyZ6ATUUSwUXyULi9W9chgvylXONUs+MXUurQEM6J0Gv41FSrUtwkvWkR+/HkzR+o6kZH3dy7aPr+oZVfrw==",02/01/20 12:57,"PRO-02783-P2B9V8",02/01/20 09:57,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"2f294af2-2911-ea11-a811-000d3ac0a0b3","TDfhEzSYsjhfYLjQNHmGYFKsNPH/fszbx4k70VnMMyeS7xV8f/chqfnVYITP2WuYrtN+459Ym5hFZ348tnzsHg==",16/02/20 21:59,"PRO-02577-P8G7L4",16/02/20 18:59,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
"287f93d1-e211-ea11-a811-000d3ac0a0b3","qqQTb7JG7in8+PnBcdVHK2swEqxWG7s7ou5czrFdtLcRxb3vmowFQzRVpnxQuCp28F/7xZTKKJqrDdnNPtek7Q==",09/12/19 19:54,"PRO-02803-C5G3N6",09/12/19 16:54,"Não",,,,,,"Não foi possível encontrar imóveis suficientes para amostra com os parâmetros informados"
